,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_population,longitude,latitude
4608,5km,landslide,rain,medium,other,,,United States,6123.0,-82.5955,35.6706
4609,50km,landslide,unknown,medium,above_road,0.0,0.0,United States,1745.0,-83.3133,36.8499
4610,1km,landslide,downpour,large,other,4.0,,Taiwan,397515.0,121.6916,25.1187
4611,1km,landslide,downpour,medium,other,0.0,,Brazil,147281.0,-43.4897,-23.0291
4612,5km,landslide,tropical_cyclone,medium,other,6.0,,India,123797.0,88.2592,27.0095
4614,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,7810.0,-123.4033,43.4379
4615,10km,mudslide,mining,medium,other,2.0,,Nepal,1600.0,86.1334,27.7667
4616,10km,mudslide,rain,medium,other,0.0,,Trinidad and Tobago,15968.0,-61.0955,10.8237
4617,25km,landslide,rain,medium,other,0.0,0.0,Thailand,0.0,101.1732,19.3062
4618,10km,landslide,continuous_rain,large,other,0.0,0.0,Bulgaria,32069.0,24.7372,41.5702
4619,1km,complex,downpour,small,other,0.0,,United States,89306.0,-122.3679,47.3236
4620,50km,landslide,downpour,medium,other,0.0,,Sri Lanka,4721.0,80.8682,6.7646
4621,10km,landslide,downpour,medium,other,,,India,7176.0,93.12299999999999,25.1718
4622,5km,mudslide,downpour,medium,other,1.0,0.0,South Africa,15000.0,30.9642,-29.86
4623,25km,landslide,downpour,medium,other,,,Nepal,0.0,82.9305,28.4493
4624,10km,landslide,rain,medium,other,,,India,296973.0,88.3403,22.6461
4626,5km,mudslide,downpour,small,other,0.0,,United States,2237.0,-82.9777,36.9828
4627,10km,landslide,downpour,medium,other,0.0,,India,21502.0,76.1249,32.5552
4628,1km,mudslide,downpour,medium,other,,,United States,1855.0,-122.20200000000001,44.772
4629,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1398.0,-124.0704,44.7786
4630,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2151.0,-123.4034,45.7744
4631,exact,landslide,downpour,medium,mine,0.0,0.0,United Kingdom,2264.0,-1.4480000000000002,52.2396
4632,5km,landslide,downpour,medium,other,0.0,,Vietnam,94066.0,109.2094,13.3114
4633,10km,landslide,downpour,medium,other,0.0,,Philippines,6864.0,123.3608,13.1358
4634,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2045.0,-124.027,44.8873
4635,5km,landslide,downpour,medium,other,0.0,,Jamaica,1119.0,-76.4254,18.0723
4636,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1894.0,-123.8351,45.1077
4637,1km,landslide,downpour,small,other,0.0,,India,11674.0,76.4949,11.4991
4638,5km,landslide,tropical_cyclone,medium,other,,,Philippines,70781.0,120.86399999999999,14.889000000000001
4639,10km,landslide,tropical_cyclone,medium,other,,,Japan,555352.0,130.5149,31.572
4640,1km,mudslide,downpour,medium,other,2.0,,Tajikistan,9943.0,68.69,37.9867
4641,1km,landslide,rain,medium,other,0.0,,United States,63522.0,-117.6364,33.4445
4642,5km,mudslide,downpour,medium,other,0.0,,Mexico,3294.0,-96.1674,17.9484
4643,5km,landslide,downpour,medium,other,,,Bhutan,98676.0,89.7466,27.5205
4644,25km,landslide,downpour,medium,other,0.0,0.0,Canada,1898.0,-55.8277,47.4739
4645,1km,landslide,downpour,small,other,0.0,,Haiti,137966.0,-72.5364,18.2348
4646,10km,debris_flow,downpour,small,above_road,0.0,0.0,United States,13903.0,-122.5092,45.4772
4647,25km,landslide,continuous_rain,medium,other,1.0,,India,43000.0,88.4779,27.0736
4648,10km,other,downpour,medium,mine,0.0,0.0,Turkey,193750.0,28.7701,41.0863
4649,5km,landslide,tropical_cyclone,medium,other,2.0,,Philippines,87832.0,125.5033192,9.762920707000001
4650,10km,mudslide,rain,medium,other,0.0,,Mexico,1376457.0,-116.9999,32.525
4651,5km,landslide,downpour,medium,other,0.0,,India,123797.0,88.26299999999999,27.0366
4652,50km,mudslide,downpour,medium,other,3.0,5.0,Ecuador,200421.0,-78.9724,-0.3152
4653,1km,landslide,downpour,small,other,0.0,,United States,2521.0,-73.8973,44.3666
4654,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,4561.0,-123.5263,44.192
4656,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1286.0,-123.9254,45.5588
4657,5km,landslide,rain,medium,other,8.0,,China,77645.0,105.2866,27.401
4658,1km,landslide,downpour,small,other,0.0,,United States,4933.0,-74.5187,41.1838
4659,25km,landslide,rain,medium,other,0.0,,India,21787.0,77.6521,30.5728
4660,5km,landslide,rain,small,other,0.0,,United States,1045.0,-122.62700000000001,43.8406
4661,1km,landslide,downpour,medium,other,0.0,,Brazil,456456.0,-43.0631,-22.8852
4662,5km,landslide,rain,medium,other,14.0,,India,4668.0,80.1,29.33
4663,25km,mudslide,downpour,medium,above_road,,,India,13121.0,73.47458940000001,16.93911427
4664,25km,mudslide,downpour,small,above_road,0.0,0.0,United States,7979.0,-111.3962,39.9963
4665,1km,mudslide,downpour,medium,other,0.0,,United States,14206.0,-115.4769,43.34
4666,50km,mudslide,downpour,medium,natural_slope,0.0,0.0,Canada,2324.0,-121.7343,50.8676
4668,1km,landslide,downpour,medium,other,0.0,,Canada,7533.0,-118.2421,51.0055
4669,5km,landslide,rain,medium,above_road,0.0,0.0,United States,3293.0,-122.9237,38.5117
4670,10km,mudslide,unknown,medium,urban,5.0,7.0,Ecuador,1399814.0,-78.5074,-0.2648
4671,1km,rock_fall,downpour,medium,other,0.0,,Canada,22459.0,-123.4721,48.4529
4672,5km,landslide,downpour,medium,other,0.0,,Philippines,48638.0,123.9,10.38
4673,10km,landslide,downpour,medium,other,0.0,,Indonesia,276414.0,106.8903,-6.8721
4674,5km,landslide,downpour,large,other,,,Trinidad and Tobago,15067.0,-61.4078,10.7692
4677,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1661.0,-123.7665,45.0979
4678,5km,mudslide,downpour,medium,other,0.0,,Japan,51721.0,141.77200000000002,39.8403
4679,1km,landslide,rain,small,above_river,0.0,0.0,Nepal,23296.0,83.7412,28.2724
4680,5km,mudslide,downpour,small,above_road,0.0,0.0,United States,855.0,-119.5756,39.3108
4681,5km,landslide,downpour,medium,deforested_slope,3.0,0.0,India,3944.0,76.757,31.8028
4682,25km,mudslide,downpour,medium,other,0.0,,China,0.0,103.6194,30.9983
4683,5km,landslide,rain,medium,below_road,0.0,0.0,Dominica,802.0,-61.2765,15.3587
4684,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1737.0,-123.2426,46.0033
4685,10km,mudslide,earthquake,large,other,200.0,,China,0.0,103.4823163,31.06891436
4686,5km,landslide,continuous_rain,small,above_road,0.0,0.0,United States,1620.0,-122.6696,37.9184
4687,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,9989.0,-124.0064,44.6314
4690,1km,landslide,monsoon,medium,other,0.0,,India,1261517.0,72.9325,19.1646
4692,5km,rock_fall,unknown,medium,above_road,0.0,0.0,United States,1360.0,-82.0016,36.1718
4693,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,6009.0,-122.7616,45.5773
4694,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,473.0,-120.2892,44.5729
4695,5km,mudslide,downpour,medium,other,0.0,,India,15118.0,94.6024,25.426
4696,25km,complex,rain,medium,above_road,,,Philippines,3232.0,123.8359355,10.33602912
4697,25km,landslide,unknown,medium,other,,,Nigeria,14305.0,11.90682343,9.93670355
4699,25km,landslide,downpour,medium,other,0.0,,Nepal,0.0,82.2826,28.3884
4700,5km,landslide,rain,small,mine,4.0,0.0,Indonesia,0.0,108.2004,-7.3379
4701,50km,landslide,downpour,medium,other,0.0,,Nepal,23296.0,83.6987,28.178
4702,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,India,7750.0,75.1495,34.2689
4703,25km,landslide,downpour,large,other,5.0,,Philippines,51393.0,126.0499,7.8177
4704,10km,mudslide,downpour,small,other,0.0,,United States,11541.0,-117.4532,33.6024
4706,5km,mudslide,monsoon,medium,other,0.0,,India,29499.0,94.5238,26.0093
4708,1km,landslide,downpour,medium,other,,,Bulgaria,15027.0,23.1253,43.1226
4709,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,4935.0,-123.9572,45.4479
4710,exact,landslide,continuous_rain,medium,other,0.0,0.0,Nicaragua,5827.0,-84.8089,12.3506
4711,10km,landslide,downpour,medium,other,,,Brunei,64409.0,114.95,4.8833
4712,25km,mudslide,downpour,small,other,0.0,,United States,8618.0,-123.1113,38.8774
4713,25km,mudslide,rain,medium,other,18.0,,Kenya,22507.0,34.85,0.5
4714,5km,mudslide,downpour,small,other,0.0,,United States,2421.0,-121.9935,37.1813
4715,5km,other,unknown,medium,other,4.0,15.0,Guatemala,994938.0,-90.5268,14.6395
4717,5km,landslide,tropical_cyclone,small,other,0.0,0.0,Philippines,0.0,120.9076,16.976
4718,25km,landslide,downpour,medium,other,0.0,,Philippines,10440.0,120.9762,17.0869
4719,1km,rock_fall,rain,small,above_road,1.0,0.0,India,26665.0,73.4469,18.241
4720,5km,landslide,downpour,medium,other,0.0,,Japan,78206.0,130.6789,33.5692
4721,1km,rock_fall,rain,medium,other,2.0,0.0,India,17516.0,91.6739,26.1868
4722,5km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Philippines,20574.0,125.8333,7.5833
4723,1km,landslide,rain,medium,deforested_slope,,,India,92113.0,94.2341227,25.51614662
4724,5km,landslide,downpour,medium,other,0.0,,India,2571.0,79.15100000000001,30.2902
4725,25km,rock_fall,no_apparent_trigger,medium,above_river,0.0,0.0,United Kingdom,4971.0,-2.3177,50.6263
4726,10km,landslide,downpour,medium,other,0.0,,India,37619.0,75.0772,12.8277
4727,10km,debris_flow,tropical_cyclone,medium,other,3.0,,Philippines,272714.0,120.5956,16.4041
4728,1km,landslide,rain,small,other,0.0,,United States,47648.0,-72.6667,41.5663
4729,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1795.0,-122.766,43.3375
4730,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,6457.0,-123.9244,45.9608
4731,25km,mudslide,downpour,medium,above_road,0.0,0.0,Kyrgyzstan,0.0,71.5577,40.015
4732,50km,landslide,rain,small,natural_slope,2.0,0.0,Pakistan,0.0,73.8369,33.9861
4733,50km,landslide,downpour,medium,other,8.0,,India,5822.0,73.2961,17.8975
4734,5km,landslide,downpour,medium,other,0.0,,United Kingdom,1296.0,-4.8875,56.2365
4735,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,9477.0,-123.7458,46.0975
4736,1km,landslide,downpour,medium,other,0.0,,Brazil,6023699.0,-43.3223,-22.945
4737,50km,mudslide,rain,medium,other,,,Indonesia,0.0,103.04899999999999,-4.254
4738,10km,landslide,rain,medium,other,9.0,,China,0.0,101.5333,28.9973
4739,5km,rock_fall,unknown,large,above_road,2.0,0.0,France,405.0,7.1583,44.1867
4740,5km,mudslide,rain,small,above_road,0.0,0.0,Canada,9813.0,-116.9091,49.7715
4741,10km,landslide,downpour,medium,other,7.0,,Nepal,0.0,81.5834,29.0834
4742,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1614.0,-123.1519,45.1132
4743,25km,landslide,rain,medium,other,,,Indonesia,0.0,107.88799999999999,-6.9675
4744,1km,landslide,downpour,medium,other,,,United Kingdom,1132.0,-3.2089,57.5232
4745,10km,landslide,downpour,medium,other,0.0,,Philippines,17534.0,124.9677,11.1345
4746,5km,mudslide,rain,small,other,,,United States,1142.0,-71.6923,44.4175
4748,10km,landslide,downpour,medium,other,0.0,,United States,4154.0,-123.8551,43.7905
4749,5km,complex,tropical_cyclone,large,other,85.0,,Philippines,41258.0,120.5747,16.4487
4751,50km,rock_fall,mining,large,other,18.0,,Vietnam,0.0,105.4625,18.9954
4752,5km,rock_fall,downpour,medium,natural_slope,0.0,0.0,India,16311.0,73.8911,15.3739
4753,10km,landslide,downpour,medium,below_road,0.0,0.0,United Kingdom,1442.0,-3.9946,57.0969
4754,5km,landslide,downpour,medium,other,,,Canada,1041.0,-116.4484,51.417
4755,5km,landslide,continuous_rain,small,above_road,0.0,0.0,India,19831.0,77.1135,31.9563
4756,5km,mudslide,rain,medium,other,1.0,,India,7750.0,75.4832,34.2946
4757,50km,landslide,downpour,small,other,0.0,0.0,India,43000.0,88.4301,27.0257
4758,5km,landslide,downpour,medium,other,,,Brazil,147281.0,-43.3991,-22.8213
4759,10km,landslide,downpour,small,urban,0.0,0.0,Honduras,850848.0,-87.2087,14.0737
4760,5km,landslide,monsoon,medium,other,1.0,0.0,Indonesia,92990.0,109.8377,-7.3112
4761,10km,landslide,downpour,medium,other,0.0,,India,3278.0,75.2045,33.4209
4762,1km,mudslide,continuous_rain,small,other,0.0,,United States,5338.0,-84.4645,39.125
4763,10km,landslide,tropical_cyclone,medium,other,,,Philippines,2642.0,124.2856,13.6068
4764,50km,landslide,rain,small,other,,,United States,1270.0,-110.15,38.9749
4765,25km,mudslide,rain,small,above_road,0.0,0.0,United States,717.0,-82.4048,37.8343
4766,1km,landslide,continuous_rain,small,above_road,3.0,0.0,India,2571.0,78.9953,30.6326
4767,1km,landslide,downpour,medium,other,0.0,,United States,11580.0,-122.0224,37.0711
4768,10km,landslide,downpour,medium,other,0.0,0.0,Indonesia,24519.0,95.2897,5.7884
4770,1km,rock_fall,rain,small,above_road,0.0,,United States,10062.0,-111.7669,40.7676
4771,25km,rock_fall,rain,small,mine,10.0,6.0,India,522081.0,78.0648,30.305999999999997
4772,1km,mudslide,monsoon,small,other,0.0,,India,25436.0,76.8294,10.0539
4773,25km,landslide,unknown,medium,other,,,India,8160.0,78.066,31.0826
4774,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,4584.0,-123.5106,44.4607
4775,50km,mudslide,downpour,large,natural_slope,11.0,0.0,China,1171633.0,105.6141,27.1761
4776,5km,other,construction,medium,mine,1.0,0.0,Panama,1146.0,-79.7754,9.4405
4777,5km,landslide,unknown,small,above_river,1.0,3.0,China,0.0,103.0255,29.9987
4778,5km,mudslide,downpour,medium,other,0.0,,United States,6427.0,-107.2774,39.191
4779,5km,landslide,downpour,medium,other,0.0,,Malaysia,120447.0,101.6352,3.2909
4780,25km,landslide,downpour,medium,other,0.0,,New Zealand,4260.0,177.4174,-39.0336
4781,1km,landslide,rain,medium,above_road,0.0,0.0,United States,5155.0,-122.6475,38.5374
4782,1km,landslide,rain,medium,other,,,United Kingdom,30420.0,-3.3425,51.6014
4784,25km,landslide,downpour,medium,other,,,Indonesia,433866.0,116.831,-1.2645
4785,25km,landslide,downpour,large,other,7.0,,India,1464.0,88.632,27.7565
4786,10km,landslide,rain,small,other,2.0,1.0,Philippines,134432.0,121.2024,14.7559
4787,50km,landslide,downpour,medium,other,8.0,,China,0.0,119.2812,29.4748
4789,1km,rock_fall,unknown,small,above_road,0.0,0.0,United States,872.0,-82.6665,35.7385
4790,5km,landslide,downpour,small,other,1.0,0.0,South Africa,15000.0,30.9036,-29.9584
4791,5km,mudslide,downpour,small,other,,,United States,3944.0,-83.5554,35.7102
4793,10km,landslide,downpour,medium,other,0.0,,Philippines,2221.0,126.1557,7.2549
4794,exact,complex,downpour,small,other,0.0,,United States,25619.0,-118.1585,34.1008
4795,1km,mudslide,rain,small,other,0.0,0.0,United States,29888.0,-119.8538,34.4499
4796,1km,rock_fall,unknown,small,above_road,0.0,0.0,United States,2190.0,-79.8126,40.3883
4797,25km,landslide,downpour,medium,other,0.0,,Colombia,9309.0,-75.4976,4.4376
4798,10km,debris_flow,rain,medium,other,0.0,,United Kingdom,8822.0,-2.2781,51.0389
4799,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,5507.0,-117.3092,44.4109
4800,5km,landslide,downpour,large,other,6.0,,Indonesia,0.0,115.4104,-8.2049
4802,50km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Philippines,7324.0,123.5378,13.7442
4803,5km,landslide,downpour,medium,natural_slope,0.0,0.0,United Kingdom,6044.0,-0.9425,54.5888
4804,1km,landslide,unknown,unknown,below_road,0.0,0.0,United Kingdom,4504.0,-2.9298,50.7272
4806,25km,landslide,downpour,medium,other,,,China,0.0,85.9834,28.1631
4807,5km,landslide,downpour,medium,other,0.0,,Australia,5985.0,146.3552,-39.0468
4808,25km,landslide,downpour,medium,other,,,Nepal,2324.0,86.5833,27.5002
4809,1km,mudslide,downpour,medium,other,0.0,,United States,2185.0,-122.5458,47.4615
4810,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,583776.0,-122.7072,45.5104
4811,1km,landslide,downpour,medium,above_road,4.0,0.0,India,4734.0,78.2936,30.1642
4812,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2344.0,-122.8773,45.9956
4813,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1690.0,-123.9657,45.8015
4814,10km,landslide,unknown,small,other,,,India,80447.0,75.1915,32.9913
4817,10km,landslide,unknown,medium,other,2.0,1.0,Nepal,1442271.0,85.133,28.0022
4818,1km,landslide,unknown,medium,other,0.0,,United States,5565.0,-79.8627,40.3892
4819,25km,landslide,downpour,medium,other,4.0,,Vietnam,69596.0,109.0574,12.9564
4820,25km,landslide,continuous_rain,medium,other,1.0,,Japan,48576.0,131.8181,34.5184
4821,1km,mudslide,downpour,small,other,0.0,,United Kingdom,5882.0,1.7307,52.5726
4822,25km,complex,downpour,medium,other,,,Vietnam,0.0,108.1089,16.0971
4823,exact,landslide,continuous_rain,medium,other,0.0,0.0,Nicaragua,5827.0,-84.8116,12.349
4824,1km,mudslide,downpour,small,other,0.0,,United States,1090.0,-82.0999,37.5339
4825,1km,mudslide,downpour,medium,other,0.0,,United States,47823.0,-117.76299999999999,33.5752
4826,50km,complex,downpour,medium,other,4.0,,Sri Lanka,47832.0,80.3897,6.6643
4827,25km,landslide,downpour,medium,other,1.0,,Vietnam,0.0,104.48,22.75
4828,100km,landslide,downpour,medium,above_road,0.0,0.0,Pakistan,0.0,71.7675,35.6825
4829,25km,landslide,downpour,medium,other,0.0,,Brazil,16152.0,-48.7906,-25.572
4830,1km,landslide,downpour,medium,other,0.0,,United States,1171.0,-80.0271,40.6357
4832,50km,landslide,downpour,medium,other,0.0,,India,58851.0,93.0038,26.5836
4833,5km,landslide,downpour,unknown,other,0.0,0.0,Malaysia,228212.0,113.831,4.0677
4834,1km,landslide,unknown,medium,other,0.0,,Jamaica,2046.0,-76.8169,18.2084
4835,1km,rock_fall,unknown,medium,above_road,0.0,0.0,United States,2900.0,-73.7755,41.528999999999996
4836,1km,mudslide,downpour,small,above_road,0.0,0.0,Canada,125109.0,-119.3756,49.8889
4837,exact,landslide,downpour,small,natural_slope,0.0,0.0,United States,2304.0,-84.8459,38.9424
4838,1km,landslide,rain,small,other,0.0,,United States,15326.0,-87.9085,30.5279
4839,1km,landslide,downpour,medium,other,1.0,,Australia,6535.0,153.2456,-28.0481
4840,5km,landslide,rain,medium,other,,,United States,2868.0,-91.2256,43.596000000000004
4841,5km,landslide,rain,medium,other,,,United States,42573.0,-122.02600000000001,37.5534
4842,50km,landslide,rain,small,below_road,0.0,0.0,Australia,1413.0,143.0792,-38.3932
4843,10km,landslide,unknown,small,other,0.0,,United States,1746.0,-79.7953,40.5276
4844,5km,landslide,downpour,medium,natural_slope,6.0,2.0,Indonesia,91845.0,106.9064,-6.681
4845,5km,landslide,mining,small,other,3.0,0.0,Malaysia,366229.0,103.2131,3.9433
4846,10km,landslide,downpour,medium,other,0.0,,United States,63522.0,-117.4843,33.3379
4847,5km,rock_fall,downpour,medium,other,0.0,,Australia,13285.0,150.748,-23.1812
4848,25km,landslide,downpour,large,other,,,Myanmar [Burma],44563.0,98.3667,16.6803
4849,5km,mudslide,downpour,small,other,0.0,,United States,1213.0,-76.3302,43.0266
4850,25km,landslide,unknown,large,natural_slope,4.0,0.0,Uganda,0.0,30.1695,-0.48700000000000004
4851,5km,landslide,rain,medium,other,,,Nepal,44632.0,84.8982,27.9783
4852,25km,landslide,rain,medium,other,,,India,223523.0,93.9667,25.1333
4853,25km,debris_flow,rain,medium,other,1.0,,United States,4992.0,-104.9342,38.854
4854,1km,landslide,unknown,medium,other,0.0,,India,5555.0,73.8049,15.7156
4856,10km,landslide,downpour,medium,other,0.0,,Nepal,2860.0,83.62,28.54
4857,10km,landslide,downpour,medium,other,0.0,,Philippines,5093.0,124.1621,14.0391
4858,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1777.0,-123.2,45.7239
4860,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1035.0,-123.8481,45.2508
4861,5km,mudslide,rain,medium,other,0.0,0.0,United States,9834.0,-123.1553,47.3042
4862,1km,landslide,downpour,small,above_road,0.0,0.0,India,65586.0,73.8288,15.4951
4863,25km,debris_flow,downpour,medium,other,0.0,,United States,1470.0,-111.1903,39.2751
4864,5km,mudslide,rain,small,other,,,India,14769.0,74.8122,14.229000000000001
4865,5km,mudslide,tropical_cyclone,small,other,0.0,,Philippines,270216.0,121.0254,14.380999999999998
4866,25km,landslide,downpour,large,other,0.0,,Philippines,2153.0,124.7817,6.502999999999999
4867,10km,landslide,continuous_rain,medium,above_road,2.0,5.0,Philippines,0.0,120.5875,16.2882
4868,10km,mudslide,continuous_rain,medium,above_road,0.0,0.0,India,223523.0,94.3415,25.0634
4869,1km,mudslide,rain,small,other,0.0,,United States,20292.0,-116.8331,33.0375
4870,25km,landslide,downpour,large,other,3.0,,China,0.0,108.8829,32.1632
4871,5km,landslide,downpour,medium,other,0.0,,India,17123.0,78.6186,30.8183
4872,5km,mudslide,rain,medium,other,1.0,,United States,46478.0,-123.0135,47.0568
4874,25km,landslide,downpour,medium,other,5.0,0.0,Nepal,1442271.0,85.2118,27.8884
4875,5km,landslide,unknown,medium,other,0.0,,United States,2020.0,-84.28299999999999,36.4174
4876,5km,mudslide,downpour,small,other,0.0,,United States,20246.0,-118.2002,34.224000000000004
4877,5km,landslide,downpour,medium,other,1.0,,Nepal,0.0,85.4434,27.6832
4878,5km,landslide,downpour,medium,other,0.0,,India,223523.0,93.9128,24.837
4879,25km,landslide,downpour,medium,other,0.0,,Philippines,2401.0,121.3106,17.8171
4880,5km,landslide,downpour,medium,other,2.0,,Brazil,111888.0,-46.4137,-23.7141
4882,10km,landslide,unknown,medium,above_road,0.0,0.0,United States,6009.0,-122.7441,45.5624
4883,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1884.0,-123.3711,42.7341
4884,5km,mudslide,downpour,medium,other,0.0,,United States,9549.0,-73.4226,41.3484
4885,5km,mudslide,continuous_rain,medium,above_road,0.0,0.0,United States,10670.0,-121.8094,47.5399
4886,5km,mudslide,downpour,medium,other,0.0,,United States,4992.0,-104.917,38.8634
4887,10km,landslide,downpour,medium,other,19.0,,China,0.0,116.6619,28.2405
4888,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,4935.0,-123.5827,45.5635
4889,1km,landslide,downpour,medium,other,4.0,,Colombia,10175.0,-74.0214,4.7608
4890,5km,landslide,downpour,medium,other,0.0,,India,50206.0,83.0645,18.2733
4891,1km,landslide,rain,small,below_road,0.0,,United States,20213.0,-81.8242,41.4671
4892,5km,landslide,downpour,medium,other,2.0,,Nepal,23693.0,83.6275,27.8852
4893,5km,landslide,downpour,medium,other,0.0,,Brazil,6023699.0,-43.2421,-22.9376
4894,50km,landslide,downpour,medium,other,0.0,0.0,Taiwan,109584.0,121.0448,22.7674
4895,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3205.0,-122.1936,43.6461
4896,1km,mudslide,downpour,medium,urban,0.0,,United States,77848.0,-118.3666,34.222
4897,25km,mudslide,rain,medium,other,,,India,1147.0,88.38,27.1499
4899,1km,landslide,unknown,large,mine,69.0,16.0,China,0.0,113.9349,22.7099
4900,5km,landslide,mining,medium,other,10.0,3.0,Philippines,5470.0,121.3734,12.1012
4901,10km,landslide,unknown,medium,above_road,0.0,0.0,United States,10539.0,-122.4635,45.3958
4902,5km,landslide,downpour,medium,other,0.0,,Myanmar [Burma],40557.0,92.4524,20.8482
4903,exact,landslide,downpour,medium,above_road,0.0,0.0,United States,2535.0,-116.8176,33.8453
4904,10km,landslide,downpour,medium,other,1.0,,Philippines,2600.0,122.3749,11.5375
4905,25km,mudslide,downpour,medium,other,0.0,,Peru,41576.0,-74.9756,-12.7823
4906,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,703.0,-118.969,44.2789
4908,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2033.0,-124.0022,44.4126
4909,5km,landslide,rain,medium,other,,,India,4026.0,88.6115,27.1954
4910,1km,landslide,rain,medium,other,1.0,,Nepal,44632.0,85.149,27.891
4911,5km,landslide,downpour,medium,other,0.0,,Fiji,77366.0,178.1266,-18.0327
4912,25km,mudslide,downpour,medium,other,2.0,,Peru,7540.0,-72.1137,-13.2873
4913,5km,landslide,rain,medium,other,0.0,1.0,United States,65870.0,-111.6179,35.2588
4914,50km,landslide,continuous_rain,medium,other,4.0,,Nepal,17491.0,87.9258,26.908
4915,5km,landslide,downpour,small,other,0.0,,United States,2231.0,-83.4892,37.5495
4916,5km,landslide,downpour,medium,other,0.0,,Uganda,0.0,34.3788,1.0267
4917,5km,landslide,downpour,medium,below_road,0.0,1.0,United States,1006.0,-115.3871,33.711999999999996
4918,5km,landslide,downpour,unknown,other,1.0,0.0,Indonesia,0.0,114.928,-8.3262
4919,5km,mudslide,downpour,medium,other,0.0,,Canada,33430.0,-127.4846,50.4335
4921,1km,landslide,downpour,medium,other,0.0,,Brazil,456456.0,-43.0878,-22.9214
4922,5km,mudslide,continuous_rain,small,below_road,0.0,0.0,United States,2739.0,-95.6457,35.1087
4923,10km,landslide,downpour,medium,above_road,0.0,0.0,Costa Rica,4060.0,-83.9815,9.7917
4924,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,4584.0,-123.5804,44.6452
4926,5km,rock_fall,unknown,medium,above_road,0.0,0.0,United States,11310.0,-121.4969,39.7375
4927,1km,landslide,downpour,medium,above_road,0.0,0.0,Nepal,0.0,85.3644,28.2465
4928,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2033.0,-123.8369,44.4
4929,5km,landslide,downpour,large,other,,,Nepal,0.0,86.0798,27.3329
4930,50km,landslide,tropical_cyclone,medium,other,0.0,,El Salvador,5055.0,-89.9044,13.8601
4931,5km,landslide,downpour,medium,other,4.0,,Indonesia,0.0,98.7883,2.7982
4933,10km,landslide,downpour,medium,other,3.0,,India,26912.0,93.6884,27.1032
4934,5km,landslide,downpour,medium,other,10.0,,India,1261517.0,73.0109,19.1993
4935,25km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,3462.0,120.9637,16.0161
4936,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,8469.0,-122.6355,42.4341
4938,5km,landslide,downpour,medium,other,0.0,,Pakistan,0.0,74.8683,35.3526
4939,50km,landslide,rain,medium,other,5.0,,Indonesia,95913.0,101.4173,-2.233
4940,5km,landslide,rain,medium,other,,,United States,1791.0,-82.079,39.485
4942,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1855.0,-122.2226,44.699
4943,5km,landslide,unknown,medium,bluff,0.0,0.0,United Kingdom,32972.0,-3.3803,50.6079
4944,5km,landslide,downpour,unknown,other,0.0,0.0,United States,5731.0,-121.7868,47.4957
4945,1km,landslide,tropical_cyclone,medium,other,100.0,0.0,Philippines,9163.0,121.6009,14.6568
4946,1km,landslide,downpour,medium,other,,,Brazil,456456.0,-43.0715,-22.9153
4947,1km,landslide,downpour,medium,other,2.0,,Malaysia,19056.0,101.1519,4.312
4948,25km,landslide,downpour,medium,other,0.0,,India,123797.0,88.2627,27.0375
