,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_population,longitude,latitude
667,1km,mudslide,unknown,medium,above_road,0.0,0.0,United States,1227.0,-81.33663404,38.532785600000004
668,5km,landslide,tropical_cyclone,medium,other,,,Philippines,8303.0,124.9845,10.3926
669,10km,rock_fall,unknown,small,above_road,0.0,0.0,United States,1193.0,-122.7994,40.6632
670,5km,mudslide,downpour,medium,other,0.0,,United States,1320.0,-108.0383,38.0053
671,1km,mudslide,downpour,medium,above_river,0.0,0.0,Canada,2587.0,-121.8022,56.1127
672,5km,landslide,rain,medium,other,,,Spain,6090.0,-2.301,37.3385
673,5km,landslide,downpour,medium,other,0.0,,Dominica,1416.0,-61.3583,15.2174
674,25km,landslide,downpour,medium,other,0.0,,Sri Lanka,47587.0,81.1079,7.0381
675,5km,landslide,rain,medium,other,,,United States,1965.0,-121.086,47.7463
676,10km,rock_fall,unknown,small,other,,,United States,4551.0,-158.026,21.62
677,25km,mudslide,downpour,medium,other,0.0,,Kenya,4661.0,37.07,-0.7978
678,5km,mudslide,downpour,medium,other,0.0,,United States,6170.0,-77.4274,39.6526
679,50km,landslide,downpour,very_large,other,234.0,,India,37475.0,77.4871,34.1416
681,5km,mudslide,rain,small,other,0.0,0.0,Bulgaria,312770.0,27.912,43.2022
684,25km,mudslide,rain,medium,other,3.0,,Haiti,1234742.0,-72.3224,18.5283
685,50km,mudslide,downpour,medium,other,0.0,,United States,1732.0,-83.6348,36.7411
686,25km,mudslide,unknown,medium,above_road,0.0,0.0,United States,20254.0,-122.3088,47.9419
688,10km,landslide,downpour,medium,other,0.0,,Philippines,4172.0,123.2981,8.5091
689,50km,landslide,downpour,medium,other,0.0,,India,25758.0,91.2,25.8833
690,5km,landslide,downpour,medium,other,2.0,,Nepal,1600.0,85.8416,27.7773
691,25km,landslide,tropical_cyclone,medium,below_road,0.0,0.0,Philippines,0.0,121.3267,17.5291
693,10km,landslide,rain,medium,below_road,0.0,0.0,Mexico,3796.0,-92.1124,15.0337
694,25km,landslide,continuous_rain,medium,natural_slope,0.0,0.0,Indonesia,276414.0,106.9272,-6.9197
696,25km,landslide,rain,medium,other,,,India,46427.0,88.2778,26.885
697,5km,landslide,rain,medium,other,,,United States,4227.0,-82.7938,35.5429
699,5km,mudslide,downpour,medium,other,0.0,,United States,1094.0,-110.1843,42.1823
700,10km,landslide,continuous_rain,medium,other,1.0,0.0,India,26893.0,75.0582,32.6987
701,5km,landslide,downpour,medium,above_road,0.0,0.0,India,7750.0,75.3226,34.2952
702,5km,landslide,downpour,medium,other,0.0,,India,92113.0,94.0462,25.3179
703,5km,rock_fall,unknown,small,natural_slope,0.0,0.0,United States,8500.0,-103.7243,41.8206
704,100km,landslide,downpour,large,other,0.0,0.0,China,0.0,109.4872,28.4314
705,exact,mudslide,rain,small,other,0.0,,United States,95631.0,-119.7847,36.8242
706,5km,landslide,rain,small,below_road,0.0,0.0,Australia,3356.0,143.4041,-37.8145
707,10km,mudslide,downpour,medium,other,,,United States,1655.0,-104.9722,38.8971
708,10km,complex,rain,medium,other,0.0,,United States,7321.0,-121.6815,36.9566
709,5km,landslide,downpour,small,other,0.0,,Philippines,549543.0,121.16799999999999,14.5902
710,250km,landslide,downpour,large,other,2.0,0.0,Peru,0.0,-71.9165,-11.6953
711,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1398.0,-124.0576,44.7273
713,25km,landslide,rain,medium,other,,,India,12871.0,93.4333,24.75
714,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,5379.0,-123.735,42.9861
715,1km,rock_fall,rain,medium,above_river,0.0,0.0,Canada,48000.0,-123.0023,49.3418
718,1km,mudslide,continuous_rain,medium,above_road,0.0,0.0,United States,9173.0,-122.37299999999999,47.2473
719,1km,debris_flow,downpour,medium,other,0.0,,United States,4348.0,-114.7613,45.794
720,5km,landslide,rain,medium,other,,,Malaysia,1453975.0,101.7022,3.1564
721,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1286.0,-123.9343,45.5617
722,10km,landslide,rain,medium,other,0.0,0.0,Bangladesh,57441.0,91.7227,24.5784
723,5km,mudslide,rain,medium,other,,,United States,305704.0,-80.0181,40.4239
724,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1312.0,-123.9405,45.5674
725,25km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,2195.0,121.2368,17.5541
727,1km,landslide,unknown,medium,urban,0.0,0.0,United States,42808.0,-117.2354,32.7833
728,25km,debris_flow,rain,small,above_road,0.0,0.0,United States,3249.0,-118.9774,34.0615
729,50km,landslide,downpour,medium,other,0.0,,Bhutan,548.0,89.9019,27.8122
730,50km,landslide,downpour,medium,other,,,Vietnam,0.0,107.2327,16.5489
731,25km,landslide,rain,medium,above_road,0.0,0.0,Nicaragua,16056.0,-84.77799999999999,13.7484
733,5km,landslide,unknown,medium,above_road,0.0,0.0,United States,2156.0,-156.1793,20.8699
735,1km,landslide,tropical_cyclone,small,other,,,United States,9015.0,-86.5011,31.3077
736,5km,landslide,downpour,small,urban,0.0,0.0,Canada,18693.0,-58.1315,49.0099
737,10km,landslide,downpour,medium,other,1.0,,Indonesia,0.0,107.581,-7.2708
738,1km,mudslide,unknown,small,above_road,0.0,0.0,United States,3255.0,-82.6886,37.6041
739,5km,landslide,downpour,medium,other,0.0,,France,1510.0,1.8351,42.6975
740,10km,landslide,downpour,medium,other,,,Malaysia,12825.0,116.4333,6.3667
741,5km,landslide,downpour,medium,above_road,0.0,0.0,United States,5233.0,-122.6172,47.6495
742,10km,landslide,rain,medium,other,0.0,0.0,Guatemala,994938.0,-90.4862,14.6277
743,10km,landslide,rain,medium,other,,,Sri Lanka,93118.0,80.2174,6.0327
744,5km,landslide,downpour,small,retaining_wall,0.0,0.0,Thailand,14797.0,98.2879,7.874
745,10km,landslide,downpour,medium,other,0.0,,United States,3866.0,-124.2259,43.2479
746,25km,landslide,snowfall_snowmelt,medium,other,,,Nepal,9073.0,81.8833,29.1426
747,5km,mudslide,downpour,medium,other,0.0,,United States,33929.0,-122.1128,47.6045
748,5km,mudslide,rain,small,other,0.0,,United States,1737.0,-123.2331,46.1131
749,1km,landslide,unknown,medium,above_road,0.0,0.0,United States,19038.0,-123.4219,48.1175
750,50km,landslide,unknown,medium,above_road,0.0,0.0,United States,5236.0,-105.9348,38.5019
751,5km,landslide,continuous_rain,medium,other,0.0,,Nepal,0.0,84.3075,27.9504
752,exact,landslide,continuous_rain,small,below_road,0.0,0.0,Costa Rica,34877.0,-83.9498,9.7962
753,5km,landslide,downpour,small,above_road,0.0,0.0,United States,29926.0,-122.1367,37.2524
754,1km,mudslide,rain,small,other,0.0,,United States,1565.0,-120.3614,47.4289
755,10km,landslide,monsoon,medium,other,2.0,2.0,Pakistan,120000.0,73.1983,34.166
756,50km,mudslide,downpour,small,other,0.0,,Fiji,14596.0,177.7137,-17.6195
757,25km,rock_fall,earthquake,small,above_road,0.0,0.0,Japan,26677.0,130.8266,32.9778
758,exact,mudslide,unknown,unknown,above_road,0.0,0.0,United States,1795.0,-122.7502,43.3433
759,10km,landslide,unknown,small,other,0.0,,Canada,4598.0,-121.3724,49.3835
760,5km,landslide,unknown,medium,other,,,India,223523.0,94.3619,25.0985
761,1km,landslide,downpour,small,other,0.0,,United States,11129.0,-82.6347,38.5805
762,50km,mudslide,rain,medium,other,1.0,,Japan,125065.0,131.5241,33.2367
763,5km,mudslide,downpour,medium,other,3.0,,Colombia,1669.0,-72.9667,7.35
764,50km,landslide,downpour,medium,other,0.0,,Vietnam,31040.0,106.59299999999999,17.4468
765,5km,landslide,downpour,medium,other,0.0,,Jamaica,2634.0,-76.5835,17.9647
766,25km,landslide,continuous_rain,medium,other,5.0,,Philippines,2653.0,120.5519,16.3183
767,5km,landslide,earthquake,medium,other,0.0,0.0,Pakistan,0.0,73.6558,34.9002
769,5km,landslide,rain,medium,other,,,United States,1855.0,-122.3829,44.8268
770,25km,landslide,rain,medium,other,0.0,,India,7750.0,75.49600000000001,34.1601
772,1km,mudslide,downpour,medium,other,0.0,4.0,United States,1099.0,-117.9722,36.1184
774,1km,landslide,downpour,medium,other,0.0,,Brazil,456456.0,-43.1067,-22.9149
775,5km,mudslide,downpour,large,other,4.0,,India,46427.0,88.28,26.88
776,5km,landslide,tropical_cyclone,small,other,,,Trinidad and Tobago,0.0,-60.566,11.267000000000001
777,5km,landslide,downpour,medium,other,1.0,,Chile,150396.0,-72.1287,-36.6203
778,10km,mudslide,downpour,medium,other,,,United States,17781.0,-111.9045,40.3309
779,5km,landslide,downpour,medium,above_road,,,India,17123.0,78.61786282,30.80200029
780,5km,landslide,downpour,medium,other,0.0,,Jamaica,14400.0,-76.5029,18.1865
781,50km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Philippines,3370.0,120.8036,16.7693
782,5km,landslide,downpour,medium,other,0.0,,United States,1126.0,-122.0125,46.3822
783,5km,landslide,rain,medium,other,2.0,2.0,Nepal,22084.0,87.6017,27.2625
784,5km,landslide,continuous_rain,small,above_road,0.0,0.0,Nepal,23296.0,83.6117,28.2658
785,1km,landslide,downpour,medium,other,,,United Kingdom,6594.0,-1.2666,60.1366
787,5km,landslide,rain,medium,above_road,0.0,0.0,Costa Rica,5467.0,-83.5565,9.3496
788,5km,landslide,downpour,medium,other,0.0,,Venezuela,57591.0,-66.815,10.4393
790,10km,landslide,unknown,medium,other,,,Philippines,309709.0,125.5593,8.9697
791,1km,landslide,downpour,medium,other,0.0,,United States,10380.0,-122.1458,47.538999999999994
792,50km,landslide,downpour,medium,other,1.0,,South Korea,83367.0,127.5183,37.4138
793,5km,landslide,downpour,medium,other,0.0,,Jamaica,2321.0,-76.2781,18.0445
794,5km,landslide,downpour,medium,other,0.0,,India,33408.0,76.9792,9.6326
795,10km,landslide,continuous_rain,small,other,0.0,0.0,Switzerland,1793.0,6.7208,46.4885
796,5km,landslide,downpour,medium,other,0.0,,India,3278.0,75.1773,33.3308
797,1km,rock_fall,monsoon,medium,above_road,0.0,0.0,India,25997.0,73.7735,19.3421
798,5km,landslide,rain,medium,other,,,India,2000.0,79.2498,30.2835
799,1km,landslide,downpour,medium,other,0.0,,United States,22699.0,-122.2337,47.5704
800,1km,landslide,downpour,small,other,0.0,,United Kingdom,1575.0,-2.8339,54.8861
802,5km,mudslide,downpour,medium,other,5.0,,Colombia,7279.0,-77.3834,1.4499
804,5km,landslide,downpour,medium,other,0.0,,Fiji,42284.0,177.5031,-18.1388
805,10km,mudslide,rain,medium,other,3.0,,Guatemala,994938.0,-90.5316,14.6229
806,1km,mudslide,rain,medium,other,0.0,,United States,2437.0,-122.3622,48.1304
807,5km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,7418.0,121.5082,14.0728
808,50km,landslide,tropical_cyclone,medium,other,0.0,,Honduras,1441.0,-85.265,15.5227
809,5km,landslide,downpour,medium,other,,,United States,5338.0,-84.4481,39.1229
810,1km,landslide,downpour,medium,other,,,India,5233.0,76.8521,31.9671
812,1km,mudslide,downpour,small,other,0.0,,United States,5393.0,-122.509,37.8985
814,25km,landslide,rain,medium,other,10.0,,Pakistan,601600.0,73.038,33.7033
815,5km,landslide,downpour,medium,other,0.0,,Dominica,702.0,-61.3124,15.3211
816,5km,mudslide,downpour,medium,other,0.0,0.0,Peru,6406.0,-76.6791,-11.9161
817,1km,other,downpour,small,retaining_wall,0.0,0.0,Panama,69102.0,-79.4974,9.077
818,5km,landslide,rain,medium,other,,,United States,1461.0,-83.3698,36.8529
819,25km,landslide,rain,medium,other,,,Vietnam,0.0,108.4852,15.234000000000002
820,exact,landslide,downpour,medium,other,0.0,,Brazil,6023699.0,-43.2491,-22.9417
821,25km,landslide,tropical_cyclone,medium,other,3.0,,Philippines,2600.0,125.57032199999999,9.686187255
822,10km,landslide,downpour,medium,other,0.0,,India,46427.0,88.3162,26.8073
824,5km,mudslide,unknown,small,above_road,0.0,0.0,United States,3076.0,-81.5396,37.9547
826,25km,landslide,construction,medium,above_road,4.0,0.0,India,13865.0,79.8102,30.6145
827,5km,rock_fall,downpour,medium,above_road,0.0,0.0,United States,1392.0,-105.785,35.5722
828,50km,landslide,downpour,large,other,30.0,,China,0.0,110.501,22.8729
829,1km,landslide,unknown,medium,above_road,0.0,0.0,India,1464.0,88.6586,27.6163
830,10km,mudslide,mining,medium,other,1.0,,Nepal,0.0,82.86,28.12
832,100km,landslide,unknown,medium,natural_slope,3.0,0.0,India,134847.0,78.8979,22.1337
834,exact,landslide,downpour,small,mine,0.0,0.0,India,16311.0,73.8976,15.3455
835,5km,mudslide,downpour,small,other,0.0,0.0,United States,6025.0,-80.3132,40.7217
836,5km,landslide,downpour,medium,other,0.0,,Nepal,23296.0,83.5983,28.3401
837,5km,landslide,downpour,medium,urban,,,India,12691836.0,72.907,19.0397
838,5km,landslide,unknown,medium,other,2.0,,Indonesia,0.0,100.4284,-0.4521
839,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,Philippines,0.0,120.8246,16.5132
840,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1737.0,-123.2275,46.1185
841,50km,mudslide,monsoon,medium,other,0.0,0.0,Thailand,16586.0,99.7283,7.8726
842,5km,landslide,downpour,medium,other,,,India,28217.0,76.9312,31.709
843,5km,landslide,downpour,large,other,24.0,,China,0.0,99.0,25.6167
844,5km,landslide,downpour,medium,above_road,0.0,0.0,India,42309.0,79.4525,29.393
845,25km,landslide,downpour,medium,other,,,India,2000.0,77.1947,32.1797
847,5km,landslide,unknown,medium,other,1.0,1.0,Bangladesh,3920222.0,91.8123,22.3475
848,25km,landslide,downpour,medium,other,0.0,,Nepal,21867.0,84.094,27.9939
849,25km,landslide,continuous_rain,medium,below_road,0.0,0.0,Panama,0.0,-82.8232,8.5772
850,5km,landslide,downpour,small,other,,,India,173503.0,77.1625,31.1032
851,25km,mudslide,downpour,large,other,24.0,,Indonesia,0.0,125.5401,3.5424
852,10km,mudslide,downpour,medium,other,0.0,,Ecuador,25742.0,-78.3664,-0.6273
854,5km,landslide,downpour,medium,other,0.0,,Brazil,123979.0,-43.0304,-22.410999999999998
855,25km,mudslide,downpour,medium,other,0.0,,United States,2450.0,-105.4323,40.6784
856,25km,mudslide,downpour,medium,above_road,0.0,0.0,Kyrgyzstan,0.0,71.5193,40.0076
857,5km,mudslide,downpour,small,other,0.0,,United States,2237.0,-83.1816,37.034
859,5km,mudslide,unknown,small,above_road,0.0,0.0,United States,70180.0,-122.2536,47.3093
860,10km,landslide,rain,medium,other,,,United States,1171.0,-83.0299,35.6172
861,5km,landslide,tropical_cyclone,medium,other,1.0,,Philippines,133148.0,123.8332,10.2451
862,5km,landslide,downpour,medium,other,0.0,,Philippines,9163.0,121.6034,14.6533
864,50km,landslide,downpour,medium,other,0.0,,India,19831.0,77.1889,31.9843
865,1km,landslide,downpour,medium,above_road,0.0,0.0,United Kingdom,10830.0,-1.9953,52.5008
867,5km,landslide,continuous_rain,medium,above_river,0.0,0.0,El Salvador,2654.0,-89.0401,13.5461
868,5km,debris_flow,monsoon,medium,above_road,0.0,,Sri Lanka,111701.0,80.6104,7.4239
869,5km,landslide,downpour,medium,other,1.0,,India,132842.0,91.885,25.5728
870,25km,landslide,downpour,medium,other,0.0,,China,0.0,105.6975,28.5919
871,10km,landslide,tropical_cyclone,medium,other,3.0,,Philippines,2803.0,120.8147,16.9645
872,25km,landslide,tropical_cyclone,medium,other,1.0,,Philippines,0.0,120.4525,16.9
873,25km,landslide,downpour,medium,other,0.0,,Pakistan,725000.0,73.673,34.2256
874,1km,mudslide,downpour,small,above_road,0.0,0.0,United States,9083.0,-117.5833,33.7474
875,5km,landslide,rain,medium,other,0.0,,Pakistan,2005.0,74.7249,36.2744
876,10km,landslide,downpour,medium,other,3.0,,Nepal,0.0,81.3,29.2944
877,5km,landslide,rain,medium,above_road,0.0,0.0,Nicaragua,1257.0,-86.6146,13.3864
878,1km,landslide,downpour,medium,other,0.0,,Brazil,6023699.0,-43.3147,-22.9251
879,1km,landslide,continuous_rain,medium,other,0.0,0.0,India,18742.0,95.0243,26.7223
880,1km,landslide,downpour,medium,other,0.0,,Brazil,6023699.0,-43.2903,-22.9766
881,10km,landslide,continuous_rain,medium,other,0.0,0.0,India,5656.0,73.92699999999999,15.4465
882,50km,landslide,downpour,medium,other,0.0,,Indonesia,0.0,103.1797,-4.3256
883,25km,mudslide,downpour,medium,other,7.0,,Uganda,0.0,33.8306,3.9081
884,10km,landslide,rain,medium,below_road,0.0,0.0,Canada,2324.0,-121.859,50.8267
885,10km,landslide,downpour,medium,other,,,United Kingdom,1916.0,-2.417,56.7709
886,50km,landslide,rain,medium,other,0.0,,India,37475.0,77.6001,34.5628
887,10km,complex,tropical_cyclone,medium,other,0.0,,New Zealand,8907.0,175.0955,-36.7929
889,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2344.0,-122.8857,46.0284
891,10km,landslide,continuous_rain,medium,other,1.0,0.0,Nepal,21867.0,83.8734,28.0989
892,5km,landslide,downpour,very_large,other,32.0,,Uganda,0.0,34.3317,1.0101
894,10km,rock_fall,downpour,medium,other,0.0,,United States,3260.0,-111.1673,39.5459
895,1km,landslide,downpour,small,other,0.0,,United States,6032.0,-121.1045,35.5662
896,5km,landslide,downpour,large,natural_slope,18.0,0.0,Indonesia,0.0,101.9801,-3.0414
897,1km,landslide,rain,small,above_road,0.0,0.0,United States,305704.0,-80.0017,40.4301
898,10km,landslide,continuous_rain,medium,other,,,India,12871.0,93.4341,24.7625
899,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,8466.0,-124.1148,44.1694
900,5km,landslide,rain,medium,above_road,0.0,0.0,United States,1183.0,-74.4086,42.1633
901,5km,landslide,continuous_rain,medium,above_road,2.0,2.0,India,44971.0,93.816,27.0987
902,5km,debris_flow,downpour,medium,burned_area,0.0,0.0,United States,3249.0,-118.9801,34.1965
903,5km,landslide,unknown,medium,above_road,0.0,0.0,United States,2368.0,-123.363,40.3739
904,10km,mudslide,downpour,medium,other,0.0,,United States,20254.0,-122.2987,47.9231
905,50km,landslide,downpour,medium,other,0.0,,Vietnam,0.0,103.3984,21.5782
906,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,20078.0,-122.59899999999999,42.0385
907,5km,landslide,downpour,medium,other,0.0,,Pakistan,0.0,72.1934,36.2225
908,5km,landslide,rain,medium,other,,,Vietnam,57408.0,106.5408,10.0222
909,5km,landslide,rain,small,above_road,0.0,,United States,11051.0,-91.28399999999999,40.635
910,5km,rock_fall,rain,medium,above_road,0.0,0.0,United States,11310.0,-121.4519,39.7958
911,1km,landslide,rain,small,other,0.0,,Malaysia,24071.0,100.2975,5.4429
912,5km,mudslide,downpour,medium,other,1.0,,Thailand,0.0,102.2681,12.1143
913,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2045.0,-123.9384,44.8855
914,25km,debris_flow,rain,medium,above_road,0.0,0.0,United States,65201.0,-119.0169,34.2157
915,25km,landslide,monsoon,medium,other,0.0,0.0,Nepal,0.0,85.0058,28.3466
916,25km,landslide,downpour,small,above_road,0.0,0.0,United States,3353.0,-122.8275,38.9608
917,10km,landslide,rain,medium,other,,,United States,28015.0,-84.4427,37.8868
918,1km,mudslide,unknown,medium,above_road,0.0,0.0,United States,777.0,-82.8717,37.335
919,5km,landslide,downpour,medium,other,,,India,1464.0,88.6193,27.4459
920,25km,landslide,downpour,medium,other,3.0,,India,39982.0,93.02799999999999,25.1553
921,5km,landslide,downpour,medium,above_road,0.0,0.0,Canada,2192.0,-122.6205,50.479
923,5km,complex,downpour,medium,other,0.0,,United States,4407.0,-121.8963,36.3777
924,25km,mudslide,downpour,small,other,0.0,,United States,2614.0,-73.5977,43.6128
925,25km,landslide,tropical_cyclone,medium,other,,,Philippines,798634.0,123.8514,10.3789
926,exact,landslide,downpour,small,other,0.0,,United States,40633.0,-91.411,39.9141
927,50km,landslide,rain,medium,other,0.0,,India,4734.0,78.3041,30.2828
928,5km,landslide,downpour,medium,other,1.0,,Guatemala,11657.0,-90.9778,15.5238
929,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2033.0,-123.8654,44.398999999999994
930,1km,landslide,rain,medium,natural_slope,0.0,0.0,United States,34597.0,-157.8224,21.4007
931,5km,landslide,downpour,medium,natural_slope,3.0,0.0,Pakistan,66486.0,73.202,34.3331
932,5km,landslide,downpour,medium,other,0.0,,Sri Lanka,47587.0,81.0333,6.9167
933,5km,landslide,downpour,medium,other,,,Nepal,23296.0,83.1913,28.3922
934,5km,landslide,downpour,medium,other,0.0,,India,12691836.0,72.8703,19.069000000000003
935,25km,landslide,tropical_cyclone,medium,other,12.0,,Philippines,0.0,120.83200000000001,16.4956
936,50km,landslide,tropical_cyclone,medium,other,0.0,0.0,Philippines,6580.0,123.8937,10.6235
937,1km,landslide,downpour,medium,other,0.0,,United States,1257.0,-75.23100000000001,40.6634
938,1km,mudslide,downpour,small,deforested_slope,0.0,0.0,Malaysia,140849.0,100.249,5.2923
